1
1,22140692632779
1,44281385265559
1,66422077898338
1,88562770531117
2,10703463163896
2,32844155796676
2,54984848429455
2,77125541062234
2,99266233695013
3,21406926327793
3,43547618960572
3,65688311593351
3,8782900422613
4,0996969685891
4,32110389491689
4,54251082124468
4,76391774757247
4,98532467390027
5,20673160022806
5,42813852655585
5,64954545288365
5,87095237921144
6,09235930553923
6,31376623186702
6,53517315819482
6,75658008452261
6,9779870108504
7,19939393717819
7,42080086350599
7,64220778983378
7,86361471616157
8,08502164248936
8,30642856881716
8,52783549514495
8,74924242147274
8,97064934780053
9,19205627412833
9,41346320045612
9,63487012678391
9,85627705311171
10,0776839794395
10,2990909057673
10,5204978320951
10,7419047584229
10,9633116847507
11,1847186110785
11,4061255374063
11,627532463734
11,8489393900618
12,0703463163896
12,2917532427174
12,5131601690452
12,734567095373
12,9559740217008
13,1773809480286
13,3987878743564
13,6201948006842
13,841601727012
14,0630086533398
14,2844155796676
14,5058225059954
14,7272294323231
14,9486363586509
15,1700432849787
15,3914502113065
15,6128571376343
15,8342640639621
16,0556709902899
16,2770779166177
16,4984848429455
16,7198917692733
16,9412986956011
17,1627056219289
17,3841125482567
17,6055194745844
17,8269264009122
18,04833332724
18,2697402535678
18,4911471798956
18,7125541062234
18,9339610325512
19,155367958879
19,3767748852068
19,5981818115346
19,8195887378624
20,0409956641902
20,262402590518
20,4838095168458
20,7052164431735
20,9266233695013
21,1480302958291
21,3694372221569
21,5908441484847
21,8122510748125
22,0336580011403
22,2550649274681
22,4764718537959
22,6978787801237
22,9192857064515
