-0,20004847608632
0,552981794363963
0,917323510220845
1,00076868831424
0,923634963551508
0,763115232201287
0,565319980075616
0,357114090945199
0,153800710676658
-0,0362390764101062
-0,208774944693695
-0,362062313407112
-0,495832101855376
-0,610672115069902
-0,707645840963289
-0,788057085557456
-0,853305240701886
-0,904797399985774
-0,943896359155111
-0,971891332618051
-0,989983028358347
-0,999277733069958
-1,00078696498617
-0,995430471414323
-0,984041135463473
-0,967370868639197
-0,946096900918821
-0,920828099686456
-0,892111093244976
-0,860436069240696
-0,826242180017503
-0,789922526703449
-0,751828719041671
-0,712275023486162
-0,671542121157365
-0,629880502087421
-0,587513524257679
-0,544640166236966
-0,501437501437198
-0,458062920561378
-0,414656127025693
-0,371340928188062
-0,328226843236336
-0,285410546659489
-0,242977164392059
-0,201001438011628
-0,159548770793393
-0,118676167987581
-0,078433082381544
-0,0388621750324538
